HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1312,S
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,,True,G,926,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,545.0,89.0,False,F,1805,P
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,C,268,P
Earth,False,TRAPPIST-1e,24.0,False,47.0,0.0,10.0,139.0,1406.0,False,E,66,S
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,702.0,0.0,False,F,998,P
Europa,False,TRAPPIST-1e,55.0,False,0.0,5971.0,158.0,4125.0,1984.0,False,C,112,P
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1078,S
Earth,False,PSO J318.5-22,24.0,False,16.0,0.0,1136.0,0.0,40.0,True,F,826,P
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,,,
Earth,False,TRAPPIST-1e,14.0,False,0.0,476.0,249.0,177.0,0.0,False,F,1538,S
Earth,False,TRAPPIST-1e,19.0,False,294.0,79.0,536.0,0.0,0.0,False,G,1194,P
Europa,False,TRAPPIST-1e,44.0,False,18.0,1451.0,0.0,279.0,64.0,False,A,94,S
Earth,False,TRAPPIST-1e,21.0,False,0.0,681.0,51.0,131.0,1.0,True,F,887,S
Earth,False,TRAPPIST-1e,56.0,False,0.0,1721.0,0.0,96.0,0.0,False,G,443,S
Europa,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,D,110,P
Earth,False,TRAPPIST-1e,38.0,False,32.0,1163.0,0.0,52.0,1935.0,False,F,1794,P
Earth,False,PSO J318.5-22,56.0,False,46.0,11.0,0.0,622.0,0.0,False,G,63,S
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,214,S
Earth,,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1442,S
Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,E,8,S
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,99,S
Europa,False,55 Cancri e,34.0,False,,5637.0,45.0,1936.0,56.0,False,C,13,P
Mars,,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,True,F,24,P
Europa,False,TRAPPIST-1e,37.0,False,6.0,437.0,,54.0,3030.0,False,A,23,P
Europa,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,A,20,S
Europa,True,55 Cancri e,41.0,True,0.0,0.0,0.0,0.0,,True,A,67,P
Earth,False,TRAPPIST-1e,20.0,False,310.0,0.0,374.0,0.0,5.0,False,F,617,P
Mars,False,TRAPPIST-1e,34.0,False,1547.0,485.0,97.0,59.0,0.0,False,F,1131,S
Earth,False,PSO J318.5-22,21.0,False,1.0,22.0,0.0,649.0,2.0,False,,,
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,G,765,S
Europa,False,TRAPPIST-1e,50.0,False,52.0,996.0,0.0,700.0,1.0,False,E,449,S
Earth,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,G,890,P
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,285.0,136.0,337.0,False,F,1454,P
Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,266,P
Earth,False,TRAPPIST-1e,,False,0.0,11.0,793.0,0.0,84.0,True,G,1168,S
Mars,False,55 Cancri e,27.0,False,63.0,0.0,1970.0,0.0,0.0,True,F,1749,S
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,124,P
Earth,False,TRAPPIST-1e,20.0,False,1.0,760.0,,21.0,0.0,False,G,554,S
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1424,S
Earth,False,TRAPPIST-1e,46.0,False,430.0,0.0,340.0,52.0,61.0,False,G,334,P
Earth,False,TRAPPIST-1e,32.0,False,0.0,810.0,0.0,0.0,2.0,False,G,536,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,6.0,0.0,814.0,107.0,True,G,889,S
Mars,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1736,P
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,,True,E,94,P
Earth,False,TRAPPIST-1e,23.0,False,0.0,334.0,310.0,0.0,0.0,True,F,116,P
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,G,535,P
,False,TRAPPIST-1e,30.0,False,2.0,0.0,5.0,1.0,962.0,False,F,1411,S
Earth,True,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1448,S
Earth,False,TRAPPIST-1e,19.0,False,260.0,0.0,238.0,139.0,8.0,False,F,626,S
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1339,P
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,B,63,S
Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,,,
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,E,184,S
Earth,False,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,False,F,251,S
Earth,False,TRAPPIST-1e,49.0,False,820.0,1.0,690.0,292.0,13.0,False,G,740,P
Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G,559,P
Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1154,S
Earth,False,TRAPPIST-1e,47.0,False,397.0,0.0,321.0,0.0,5.0,True,G,1278,P
Europa,,55 Cancri e,32.0,False,54.0,3782.0,0.0,21.0,5.0,True,A,17,S
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1828,P
Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,B,323,S
Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,G,74,S
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,E,445,S
Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,787.0,0.0,0.0,False,E,120,P
Mars,False,TRAPPIST-1e,38.0,False,48.0,2318.0,5.0,11.0,0.0,True,D,295,P
Earth,False,TRAPPIST-1e,16.0,False,891.0,0.0,831.0,0.0,0.0,False,G,137,P
Earth,False,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,True,F,11,S
Earth,True,TRAPPIST-1e,30.0,,0.0,0.0,0.0,0.0,0.0,True,G,318,P
Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,False,G,791,P
Earth,False,TRAPPIST-1e,45.0,False,65.0,63.0,3.0,713.0,27.0,False,F,871,S
Earth,False,,41.0,False,7.0,0.0,297.0,108.0,361.0,False,G,717,S
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1111,S
Europa,False,TRAPPIST-1e,64.0,False,0.0,1737.0,11.0,401.0,752.0,False,B,19,S
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,192,S
Earth,False,TRAPPIST-1e,25.0,False,0.0,3.0,23.0,693.0,0.0,False,F,897,S
Europa,,TRAPPIST-1e,30.0,False,0.0,3208.0,0.0,2.0,330.0,True,A,97,P
Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,C,135,P
Mars,False,TRAPPIST-1e,43.0,False,24.0,1.0,1167.0,0.0,0.0,True,F,1282,P
Earth,False,55 Cancri e,47.0,False,0.0,231.0,592.0,0.0,0.0,True,F,52,S
Europa,False,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,True,C,3,S
Earth,False,TRAPPIST-1e,29.0,False,1434.0,5.0,0.0,0.0,0.0,False,G,312,S
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,G,289,S
Earth,False,TRAPPIST-1e,20.0,False,721.0,122.0,0.0,0.0,0.0,False,G,1304,P
Earth,False,TRAPPIST-1e,25.0,False,0.0,,699.0,43.0,22.0,False,G,140,S
Mars,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,147,S
Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,G,933,P
Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,D,122,P
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,G,659,P
Earth,False,TRAPPIST-1e,31.0,False,779.0,0.0,3.0,57.0,0.0,False,G,1298,S
Earth,False,55 Cancri e,16.0,False,0.0,0.0,694.0,0.0,102.0,False,F,1313,P
Earth,True,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,G,348,S
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,581,P
Earth,False,TRAPPIST-1e,15.0,False,2156.0,0.0,0.0,59.0,2.0,False,F,84,S
Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,44,P
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,739,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,397.0,0.0,1249.0,845.0,False,B,282,S
Mars,True,55 Cancri e,14.0,,0.0,0.0,0.0,0.0,0.0,True,F,47,S
Earth,False,,30.0,False,77.0,2325.0,5.0,117.0,1.0,True,F,948,P
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,F,429,P
Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,E,44,P
Europa,False,TRAPPIST-1e,23.0,False,0.0,24.0,0.0,55.0,7516.0,False,C,42,S
Earth,False,TRAPPIST-1e,21.0,False,691.0,0.0,0.0,,15.0,False,G,1288,S
Earth,False,TRAPPIST-1e,24.0,False,482.0,967.0,349.0,19.0,0.0,False,G,1269,S
,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1108,S
Europa,False,TRAPPIST-1e,31.0,False,0.0,910.0,58.0,1654.0,1217.0,False,B,311,S
Europa,False,TRAPPIST-1e,39.0,False,0.0,2804.0,0.0,130.0,139.0,True,C,116,P
Earth,False,TRAPPIST-1e,21.0,,0.0,198.0,559.0,19.0,44.0,True,F,912,S
Europa,False,TRAPPIST-1e,43.0,False,0.0,8948.0,0.0,153.0,872.0,True,B,300,S
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,F,175,P
Earth,False,55 Cancri e,26.0,False,333.0,1819.0,0.0,1.0,0.0,True,F,311,P
Europa,False,TRAPPIST-1e,60.0,False,0.0,3435.0,0.0,5458.0,10.0,False,C,269,S
Europa,True,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,B,163,S
Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,F,488,S
Earth,False,TRAPPIST-1e,,False,3.0,791.0,0.0,362.0,0.0,True,F,1175,S
Earth,False,TRAPPIST-1e,29.0,False,89.0,1725.0,,0.0,3.0,True,G,962,P
Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,False,F,229,S
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,E,422,P
Mars,False,TRAPPIST-1e,42.0,False,1318.0,0.0,1386.0,,,False,D,233,P
Earth,False,TRAPPIST-1e,15.0,False,0.0,6.0,0.0,981.0,0.0,False,E,508,P
Earth,False,TRAPPIST-1e,55.0,False,1028.0,18.0,0.0,0.0,0.0,False,F,977,P
Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,F,14,S
Earth,False,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,False,G,526,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,423,S
Earth,False,55 Cancri e,26.0,False,12.0,71.0,0.0,103.0,624.0,False,,,
Mars,False,TRAPPIST-1e,22.0,False,715.0,0.0,726.0,325.0,0.0,False,D,103,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,True,C,97,S
Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,E,600,S
Europa,False,55 Cancri e,43.0,False,0.0,1706.0,0.0,274.0,2056.0,False,B,201,P
Earth,False,TRAPPIST-1e,19.0,False,23.0,659.0,0.0,15.0,113.0,False,G,1441,P
Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,G,18,S
Europa,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,B,227,S
Earth,False,55 Cancri e,18.0,False,187.0,12.0,0.0,1277.0,0.0,False,F,209,P
Mars,False,TRAPPIST-1e,26.0,False,2832.0,107.0,4447.0,15.0,4.0,False,F,82,P
Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,False,G,561,S
Earth,False,TRAPPIST-1e,38.0,False,553.0,0.0,0.0,87.0,243.0,False,G,280,P
Earth,True,,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,135,P
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,716,S
Earth,False,55 Cancri e,23.0,False,0.0,0.0,478.0,4560.0,0.0,False,G,1037,S
Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,G,26,P
Europa,False,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,False,A,29,S
Mars,False,TRAPPIST-1e,28.0,False,523.0,0.0,0.0,970.0,0.0,False,F,600,P
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,963,S
Europa,True,55 Cancri e,47.0,True,0.0,0.0,0.0,0.0,0.0,True,A,96,S
Europa,False,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,False,C,32,P
Europa,False,TRAPPIST-1e,46.0,False,0.0,3259.0,761.0,4423.0,0.0,False,B,230,S
Earth,False,TRAPPIST-1e,63.0,False,0.0,123.0,956.0,25.0,,True,F,137,P
Earth,False,,28.0,False,229.0,761.0,0.0,0.0,6.0,True,E,377,S
Earth,False,TRAPPIST-1e,48.0,False,2.0,0.0,83.0,589.0,233.0,False,G,711,P
Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,157,P
Europa,False,TRAPPIST-1e,22.0,False,0.0,8882.0,21.0,2204.0,19.0,True,D,56,P
Europa,False,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,False,C,91,P
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,56.0,1.0,642.0,False,F,1099,S
Mars,False,TRAPPIST-1e,55.0,False,376.0,0.0,858.0,0.0,31.0,True,D,232,S
Earth,False,TRAPPIST-1e,19.0,False,78.0,0.0,0.0,550.0,0.0,False,G,348,P
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,186,P
Europa,False,TRAPPIST-1e,26.0,False,0.0,690.0,1.0,1030.0,2273.0,False,A,101,S
Europa,False,TRAPPIST-1e,32.0,False,0.0,89.0,0.0,8330.0,1.0,False,C,255,S
Europa,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,B,150,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,5.0,0.0,1619.0,0.0,False,E,30,P
Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1023,P
,True,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,False,G,369,S
Earth,False,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,False,G,362,S
Europa,True,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,True,C,86,P
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,92,S
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,G,619,P
Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1271,P
Mars,False,TRAPPIST-1e,19.0,True,61.0,783.0,110.0,0.0,0.0,True,E,396,P
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,699.0,18.0,86.0,True,F,917,S
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,D,72,S
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,188,S
Mars,False,55 Cancri e,24.0,False,612.0,326.0,46.0,87.0,0.0,True,F,859,P
Earth,,TRAPPIST-1e,33.0,False,1060.0,403.0,1.0,0.0,145.0,False,E,587,P
Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,,True,F,508,S
Mars,False,TRAPPIST-1e,32.0,True,2492.0,0.0,,136.0,4.0,False,F,189,P
Earth,False,PSO J318.5-22,36.0,False,735.0,0.0,2.0,0.0,0.0,False,F,822,S
Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,1.0,0.0,1778.0,False,G,1215,S
Mars,False,TRAPPIST-1e,33.0,False,105.0,0.0,1087.0,0.0,0.0,False,F,115,S
Earth,False,TRAPPIST-1e,38.0,False,1.0,0.0,288.0,0.0,556.0,True,G,461,S
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,G,99,S
Earth,False,55 Cancri e,32.0,False,1.0,0.0,,9.0,663.0,False,F,1666,P
,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,G,305,S
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,E,423,S
Mars,False,55 Cancri e,19.0,False,203.0,0.0,172.0,1460.0,151.0,False,F,1789,P
Mars,False,TRAPPIST-1e,26.0,True,1297.0,0.0,62.0,0.0,364.0,False,D,286,P
Mars,,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,144,S
Mars,False,TRAPPIST-1e,25.0,False,922.0,0.0,1.0,91.0,0.0,False,E,327,P
Earth,False,TRAPPIST-1e,18.0,False,595.0,134.0,7.0,0.0,0.0,False,F,1669,P
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,B,78,P
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,B,269,S
Earth,False,TRAPPIST-1e,21.0,False,128.0,108.0,8.0,3.0,522.0,False,G,1461,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1000,P
Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,A,82,S
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,B,177,P
Mars,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,D,96,P
Earth,False,TRAPPIST-1e,19.0,False,,2.0,14.0,755.0,0.0,False,G,608,P
Europa,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,A,96,S
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,,True,F,712,S
Earth,False,TRAPPIST-1e,35.0,False,702.0,104.0,5.0,76.0,0.0,True,G,885,S
Europa,False,55 Cancri e,33.0,False,0.0,2020.0,0.0,1817.0,182.0,False,A,51,S
Europa,False,TRAPPIST-1e,31.0,False,,927.0,0.0,2760.0,1.0,False,C,327,S
Earth,False,TRAPPIST-1e,55.0,False,53.0,790.0,37.0,0.0,0.0,True,F,108,S
Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,False,F,563,P
Europa,False,55 Cancri e,36.0,True,0.0,13248.0,100.0,1953.0,1.0,True,C,29,P
Mars,False,PSO J318.5-22,34.0,False,162.0,0.0,690.0,28.0,0.0,False,D,177,S
Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1293,P
,False,TRAPPIST-1e,31.0,False,0.0,1000.0,0.0,19.0,1776.0,False,B,288,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,810.0,21.0,788.0,,False,E,590,S
Earth,False,55 Cancri e,15.0,False,36.0,841.0,0.0,0.0,0.0,True,F,803,S
Mars,False,TRAPPIST-1e,28.0,False,0.0,79.0,2003.0,0.0,0.0,True,E,289,P
Earth,False,TRAPPIST-1e,42.0,False,0.0,3.0,0.0,898.0,1.0,False,F,694,P
Earth,False,PSO J318.5-22,8.0,False,0.0,0.0,0.0,0.0,0.0,True,G,221,S
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,B,203,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,558.0,0.0,230.0,False,E,22,P
Earth,False,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,False,E,98,S
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,G,1063,P
Earth,True,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,G,946,S
Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1272,P
,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,D,41,P
Earth,False,55 Cancri e,28.0,False,34.0,0.0,0.0,0.0,658.0,False,F,1797,P
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,A,8,S
Mars,False,TRAPPIST-1e,13.0,False,157.0,0.0,1199.0,0.0,14.0,False,E,390,S
,False,TRAPPIST-1e,21.0,False,1046.0,1.0,0.0,1.0,0.0,False,E,482,S
Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,G,1316,S
